Rubro,Texto
Electronics,"MOM'S GADGETS M3 Intelligence Bluetooth Health Wrist Smart Band Compatible for All Androids and iOS Phone/Tablet (Black) BRAND : MOM'S GADGETSMOM'S GADGETS Intelligence Bluetooth Health Wrist Smart Band Watch Monitor/Smart Bracelet/Health Bracelet/Smart Watch for Mens/Activity Tracker/Bracelet Watch for Men/Smart Fitness Band/M3 Smart Fitness Band Activity Tracker with Heart Rate Sensor Compatible for All Androids and iOS Phone/TabletFunctions: 1.Heart Rate Monitor2.Sedentary reminder3.Calories4.Time5.Alarm6.Anti-lost7.Distance calculation8.Step Monitor9.Call Alert10.Wrist sensePre-requisites for use:Your mobile phone Bluetooth version must be Bluetooth 4.0 or higher, IOS version must be iOS 7.1 or above, Android version must be Android 4.3 or above.Working:To connect the smart band to mobile phone, you need to connect the current mobile successfully via Bluetooth. Click unbind icon and band has been successfully connected with the device.Specifications HR sensor:Silicon labs Si1142 Host weight : 7g Battery type : rechargeable Li battery , Battery capacity :40mAh.Note:To charge this fitness band you simply need to connect it with the charger charging will get start automatically . Data sync: Bluetooth 4.0 Working temperature: -10c to 50c Waterproof: Not for swimming or diving Standby time: 15 days & above this product uses professional Bluetooth RF signal and custom algorithm, the accuracy can reach 100 % and above Package Contents: 1 x Bluetooth Smart Bracelet 1 x User manual 1 x USB Charging cable.For Better Deals Check out our More Products on MOM'S GADGETS at Amazon.inBucket Mop ! Trolley/Stand ! Electric Kettle ! Laptop Table ! Electric Racket ! Teddy Bear ! Panda ! Car & Bike Covers ! Baby Products ! Baby Carrier Bag ! Jumbo Racks ! Shoes Racks ! Ro ! Ro Parts & Accessories ! Etc."
Electronics,"Outbolt Smart Wristband Pedometer Fitness Tracker HR Activity Tracker Watch with Heart Rate Monitor Step Tracker Calorie Counter for Kids, Women, and Men(Color Screen,2019 Ver) ONE YEAR REPLACEMENT WARRANTY SpecificationsMaterial: ABS+PCStrap Material: TPEBuilt-in Lithium Battery Capacity: 90mAhCharging Time: 2 hoursScreen: 0.96 inch TFT color screenWaterproof Level: IP65Dial Thickness: 12mmBand Width: 18mmBand Length: 255mmStandby Time: About 15 daysWorking Time: About 3-7 DaysSystem Requirements: Android 4.4 and above, IOS 8.0 and above, Bluetooth 4.0 supportBluetooth Chip: Bluetooth chipHeart Rate Module Operating Current: About 550uA Features● HD 0.96 TFT color screen, dynamic 3D interface UI.● Environmental protection TPE strap, sticker soliton no sense of wear.● Always checking the number of steps walking in the day, you can also be synchronized to the APP in time, viewing and analyzing the movement data.● The equipment automatically monitors the mileage and heat consumption of the movement.● Long pressing to enter the health monitoring function, such as the heart rate, the blood pressure, real-time monitoring.● A variety of motion modes monitoring (swimming, rope skipping, table tennis, tennis, etc.), pressing to enter the movement mode monitoring.● Weather Reminder: Connecting the phone APP, it will be synchronized to the weather in phone website, then you can timely view the weather temperature and weather conditions with the bracelet.● Languages APP supports: eNGLISH, Russian, German, Italian, Japanese, French, simplified Chinese, traditional Chinese, Portuguese, Spanish, Arabic, Korean● Main features: Step, Mileage, Calories Consumption, Sleep Detection, Sedentary Reminder, Heart Rate Monitoring, Blood Pressure Monitoring, QQ Message Reminder, WeChat News Reminder, Call Reminder, SMS Reminder, Intelligent Alarm Clock, Shake and Take A Photo."
Electronics,"Rapidotzz 5 in 1 Pack Replacement Wristbands Wireless Replacement Band for Xiaomi Mi 2 Bracelet Silicone Band 2 Strap Wristband Accessories Tracker Not Included.5 Colors No tracker or other parts. Replacement Silicone Bands with Clasps Only. Perfect for sporting time: size fit your wrist depend on the button site you place Made by durable and waterproof materials Multi-colours available: You can change the colour every day. Personalize your wristband to match your daily style with this colour choices Perfectly compatible with Xiaomi Mi Band 2 Durable, Attractive Perfect & Stylish for Mi Band Package included: 5pcs x replacement band for xiaomi mi band 2"
Electronics,"Cellshell 0.3mm Pro+ Tempered Glass Screen Protector with Packaging Kit for Fitbit Versa These screen protectors undergo a hit from a hammer before they are approved to protect your precious device. In addition to their impressive impact strength, the tempered glass screen protectors resist scratches and display none of the finger distortion or drag that often comes with plastic screen protectors. Even with this brawny engineering, the Tempered Glass remains nearly invisible and leaves no sticky residue or any marks behind if you decide to remove it. Tempered glass is shatter-proof meaning it won't splinter into sharp fragments, making it safer than regular glass. To top it all off, this screen protector has an oleophobic coating that makes it resistant to fingerprints, Caution: product must be installed in a devoid of dust environment; applying excessive force during installation or removal may damage the Tempered Glass. Phone models shown in the pictures are for illustration purpose only."
Electronics,ProElite 44mm Milanese Wrist band for Apple iWatch series 4 Size name:44mm                                                                                 |                            Colour:black   Milanese Loop Strap with Magnetic Lock Buckle Wrist Band for Apple Watch series 4
Electronics,"ProElite 360 Protection TPU Soft case Cover for Apple Watch Series 4 (40MM) Size name:40mm   Notice: This Case Fits for Apple Watch 4--40mm(2018). Highlight:-Protect your Apple Watch 4 screen surface with front protector on.- Crystal clear TPU case let your iWacth show off its original color.- High responsive sensitivity gives you the smooth touch experience.- Four corner bumpers prevent your Apple watch from daily bumps.- Precise cutouts for easy access to all controls, buttons, sensors of your watch.- Stay firmly on. Never loss your watch case. -Easy installation without taking the watch band off.Package:- 1 x Case For Your Watch-40mm"
Electronics,"ACUTAS Silicone Rubber Sport Watch Band Strap for Samsung Gear S3 Frontier/Classic (Size : Large) (Grey) Colour:Grey   Compatibility: Custom designed for your precious Samsung Gear S3 Frontier / S3 Classic / Moto 360 2nd Gen 46mm Smart Watch, this MoKo Samsung Watch Sport Band features a combination of functionality and style. Product Description: * Personalized Your Samsung Gear S3 Frontier / S3 Classic / Moto 360 2nd Gen 46mm Smart Watch with this refined replacement wrist band. Comparable to original Samsung Sport Band. * Band comes with Samsung Watch Lugs on both ends, which locks onto Samsung Watch Band Interface precisely and securely. Easy and direct installation and one button removal. * An innovative pin-and-tuck closure ensures a clean fit. Metal parts made with hypoallergenic nickel free stainless steel. * Soft silicone with smooth finish for a sporty look. Description: - Fashion design, simple, durable and elegant - Compatible for smart watch. - The size can be adjusted according to the circumstance of individual wrist - Wrist band only. Package Includes: 1 x Replacement Wristband"
Electronics,"Rewy Premium Quality Replacement Strap Accessories Bands Wrist Strap for Xiaomi MI Band with Adjustable Buckle {Black} Premium TPU Prime quality Strap to your new Mi Band 2 & Mi Band HRX Sensible Exercise Tracker, sturdy & enticing. Refined floor end course of, clean, tender & comfy contact feeling. Adjustable Size:- Adjustable size matches your wrist, prefect in each element for Mi Band 2 & Mi Band HRX Sensible Exercise Tracker. Trusted a number of holes guarantee the security & magnificence, simply tackle/ take away.Sturdy and Hard:- Excessive capability in toughness, sturdiness & hardness to your Mi Band 2 & Mi Band. The size can be adjusted according to the circumstance of the individual wrist. Easy and simple to use. High Quality:- New and high quality; Easy to take on or off; Durable and not easy to fade. Tt is skin-friendly and provides comfortable feeling when you wear it during sleep."
Electronics,Taslar Screen Protector Arc Edge Tempered Glass Scratch Protector Guard Card for Samsung Galaxy Watch (42mm) 2018
Electronics,"M-fit Replacement Strap for M2, Band 2, HRX (Black) Substitute band/ strap for your xiaomi mi band 2 which is easy to attach and detach. Its made of silicon rubber and is light weight and durable. Helps you to hold your mi device and protects it from damage as well.About The Product and Brand:Brand:TechontoMaterial: Techonto Silicon Substitute Accessories for Xiaomi Mi Band Version 2.0 Only.Features:1. Wearable Wrist Band / Wrist Strap for Xiaomi Mi Band.2. A Nice Substitue To Colour Your Fitness Trackers.3. Easy and Simple To Use.4. Made Of Quality Material, Environmental and Healthy.5. Soft and Tough, Comfortable To Wear.6. Softness Is Moderate, Wear Very Comfortable.7. Compression Molding, Sturdy and Durable.8. The Size Can Be Adjusted According To The Circumstance Of Individual Wrist.About Our Service:Prompt and Good Service.Reply The Inquiry Within 24 Hours.Ship Products on Time.Try The Best To Solve Consumers' ProblemsCheck Carefully Before OrderingGood Packaging."
